Date,Campaign Name,Spend,7 Day Total Sales,Clicks,Impressions
"Oct 17, 2025",Knives - Broad,$51.48,$128.16,72,"2,465"
"Oct 17, 2025",Boards - Exact,$35.36,$119.40,37,"1,803"
"Oct 17, 2025",Coffee - Exact,$42.40,$195.10,70,"2,306"
"Oct 17, 2025",Coffee - Broad,$34.00,$79.92,32,"1,835"
"Oct 17, 2025",Catalog - Auto,$117.55,$231.83,150,"4,217"
"Oct 18, 2025",Skillets - Exact,$78.87,$290.47,130,"5,103"
"Oct 18, 2025",Skillets - Broad,$70.88,$180.85,81,"2,648"
"Oct 18, 2025",Knives - Exact,$122.50,$375.21,173,"6,674"
"Oct 18, 2025",Knives - Broad,$49.23,$140.64,50,"2,513"
"Oct 18, 2025",Boards - Exact,$39.05,$161.56,42,"1,438"
"Oct 18, 2025",Coffee - Exact,$41.20,$144.10,52,"1,643"
"Oct 18, 2025",Coffee - Broad,$30.19,$54.39,47,"1,515"
"Oct 18, 2025",Catalog - Auto,$124.88,$234.75,167,"6,397"
"Oct 19, 2025",Skillets - Exact,$96.52,$304.83,91,"3,421"
"Oct 19, 2025",Skillets - Broad,$48.60,$160.71,65,"3,488"
"Oct 19, 2025",Knives - Exact,$73.54,$341.06,67,"3,062"
"Oct 19, 2025",Knives - Broad,$48.90,$133.77,85,"4,567"
"Oct 19, 2025",Boards - Exact,$29.39,$109.12,34,999
"Oct 19, 2025",Coffee - Exact,$33.94,$117.73,57,"2,466"
"Oct 19, 2025",Coffee - Broad,$25.48,$49.35,38,"1,992"
"Oct 19, 2025",Catalog - Auto,$94.15,$170.00,87,"4,092"
"Oct 20, 2025",Skillets - Exact,$89.93,$443.24,95,"5,152"
"Oct 20, 2025",Skillets - Broad,$76.30,$157.24,104,"3,262"
"Oct 20, 2025",Knives - Exact,$70.58,$311.45,100,"3,102"
"Oct 20, 2025",Knives - Broad,$44.12,$110.33,49,"2,032"
"Oct 20, 2025",Boards - Exact,$32.90,$171.19,44,"2,246"
"Oct 20, 2025",Coffee - Exact,$55.48,$323.90,67,"3,948"
"Oct 20, 2025",Coffee - Broad,$34.00,$55.98,41,"1,183"
"Oct 20, 2025",Catalog - Auto,$107.61,$154.93,155,"9,297"
"Oct 21, 2025",Skillets - Exact,$75.90,$364.64,129,"3,717"
"Oct 21, 2025",Skillets - Broad,$83.42,$140.31,78,"4,523"
"Oct 21, 2025",Knives - Exact,$85.08,$400.59,119,"3,576"
"Oct 21, 2025",Knives - Broad,$40.66,$132.78,68,"2,581"
"Oct 21, 2025",Boards - Exact,$42.58,$178.69,45,"2,414"
"Oct 21, 2025",Coffee - Exact,$35.96,$183.46,46,"2,537"
"Oct 21, 2025",Coffee - Broad,$34.11,$59.35,31,"1,141"
"Oct 21, 2025",Catalog - Auto,$130.78,$185.42,173,"6,789"
"Oct 22, 2025",Skillets - Exact,$92.57,$368.78,130,"5,806"
"Oct 22, 2025",Skillets - Broad,$87.17,$163.99,136,"4,258"
"Oct 22, 2025",Knives - Exact,$78.57,$279.58,79,"3,703"
"Oct 22, 2025",Knives - Broad,$48.39,$111.35,85,"2,696"
"Oct 22, 2025",Boards - Exact,$34.01,$172.62,41,"1,615"
"Oct 22, 2025",Coffee - Exact,$43.78,$251.04,47,"2,319"
"Oct 22, 2025",Coffee - Broad,$44.62,$81.13,51,"2,401"
"Oct 22, 2025",Catalog - Auto,$153.05,$215.55,164,"7,990"
"Oct 23, 2025",Skillets - Exact,$105.93,$351.20,101,"2,945"
"Oct 23, 2025",Skillets - Broad,$74.71,$182.97,90,"3,742"
"Oct 23, 2025",Knives - Exact,$83.30,$350.55,104,"6,088"
"Oct 23, 2025",Knives - Broad,$62.68,$268.15,59,"2,703"
"Oct 23, 2025",Boards - Exact,$48.49,$139.44,56,"3,261"
"Oct 23, 2025",Coffee - Exact,$54.16,$187.84,86,"4,331"
"Oct 23, 2025",Coffee - Broad,$42.22,$89.05,44,"2,537"
"Oct 23, 2025",Catalog - Auto,$148.57,$162.52,159,"7,749"
"Oct 24, 2025",Skillets - Exact,$118.59,$513.06,141,"8,041"
"Oct 24, 2025",Skillets - Broad,$69.14,$136.42,82,"2,956"
"Oct 24, 2025",Knives - Exact,$82.39,$203.74,90,"2,906"
"Oct 24, 2025",Knives - Broad,$51.12,$113.46,71,"2,515"
"Oct 24, 2025",Boards - Exact,$32.60,$126.06,56,"3,092"
"Oct 24, 2025",Coffee - Exact,$56.75,$145.46,62,"2,535"
"Oct 24, 2025",Coffee - Broad,$38.17,$97.61,63,"3,535"
"Oct 24, 2025",Catalog - Auto,$142.60,$270.52,165,"7,564"
"Oct 25, 2025",Skillets - Exact,$64.69,$251.56,75,"2,889"
"Oct 25, 2025",Skillets - Broad,$71.89,$160.12,81,"2,952"
"Oct 25, 2025",Knives - Exact,$71.63,$314.72,95,"5,332"
"Oct 25, 2025",Knives - Broad,$52.18,$129.69,54,"2,079"
"Oct 25, 2025",Boards - Exact,$33.84,$100.63,39,"1,093"
"Oct 25, 2025",Coffee - Exact,$45.11,$199.98,46,"2,668"
"Oct 25, 2025",Coffee - Broad,$35.91,$87.71,36,"1,528"
"Oct 25, 2025",Catalog - Auto,$119.68,$199.12,168,"8,743"
"Oct 26, 2025",Skillets - Exact,$98.01,$265.37,136,"5,159"
"Oct 26, 2025",Skillets - Broad,$52.11,$111.46,65,"2,969"
"Oct 26, 2025",Knives - Exact,$96.12,$278.20,122,"6,643"
"Oct 26, 2025",Knives - Broad,$51.19,$130.89,59,"2,487"
"Oct 26, 2025",Boards - Exact,$54.94,$134.77,63,"3,175"
"Oct 26, 2025",Coffee - Exact,$69.29,$253.48,84,"3,933"
"Oct 26, 2025",Coffee - Broad,$38.19,$53.50,43,"1,382"
"Oct 26, 2025",Catalog - Auto,$128.97,$166.19,133,"5,393"
"Oct 27, 2025",Skillets - Exact,$129.27,$456.55,149,"4,175"
"Oct 27, 2025",Skillets - Broad,$70.83,$202.98,82,"3,599"
"Oct 27, 2025",Knives - Exact,$93.86,$363.65,133,"7,806"
"Oct 27, 2025",Knives - Broad,$65.63,$98.25,60,"3,444"
"Oct 27, 2025",Boards - Exact,$47.13,$129.10,73,"3,313"
"Oct 27, 2025",Coffee - Exact,$53.11,$181.15,51,"1,607"
"Oct 27, 2025",Coffee - Broad,$39.45,$89.72,50,"1,574"
"Oct 27, 2025",Catalog - Auto,$131.84,$195.86,161,"4,759"
"Oct 28, 2025",Skillets - Exact,$109.92,$282.93,171,"8,646"
"Oct 28, 2025",Skillets - Broad,$83.55,$245.42,95,"3,130"
"Oct 28, 2025",Knives - Exact,$75.12,$277.06,88,"4,959"
"Oct 28, 2025",Knives - Broad,$44.78,$82.62,55,"2,385"
"Oct 28, 2025",Boards - Exact,$68.02,$289.79,66,"3,672"
"Oct 28, 2025",Coffee - Exact,$62.65,$152.06,74,"2,765"
"Oct 28, 2025",Coffee - Broad,$43.83,$70.81,41,"1,965"
"Oct 28, 2025",Catalog - Auto,$136.36,$281.84,164,"9,339"
"Oct 29, 2025",Skillets - Exact,$131.49,$554.83,131,"7,276"
"Oct 29, 2025",Skillets - Broad,$90.25,$219.30,125,"6,548"
"Oct 29, 2025",Knives - Exact,$86.35,$243.24,108,"4,138"
"Oct 29, 2025",Knives - Broad,$61.05,$183.61,88,"4,563"
"Oct 29, 2025",Boards - Exact,$57.68,$184.25,58,"2,370"
"Oct 29, 2025",Coffee - Exact,$67.98,$258.48,68,"2,754"
"Oct 29, 2025",Coffee - Broad,$54.07,$103.36,76,"4,083"
"Oct 29, 2025",Catalog - Auto,$119.25,$225.92,199,"5,855"
"Oct 30, 2025",Skillets - Exact,$137.35,$497.56,173,"6,432"
"Oct 30, 2025",Skillets - Broad,$74.23,$165.80,110,"6,373"
"Oct 30, 2025",Knives - Exact,$91.69,$307.74,133,"4,571"
"Oct 30, 2025",Knives - Broad,$78.30,$169.82,107,"5,102"
"Oct 30, 2025",Boards - Exact,$47.02,$240.78,50,"1,985"
"Oct 30, 2025",Coffee - Exact,$57.66,$225.09,53,"2,539"
"Oct 30, 2025",Coffee - Broad,$38.22,$104.89,37,"1,827"
"Oct 30, 2025",Catalog - Auto,$154.65,$229.32,168,"8,159"
"Oct 31, 2025",Skillets - Exact,$101.46,$542.76,93,"4,386"
"Oct 31, 2025",Skillets - Broad,$83.76,$151.34,143,"7,766"
"Oct 31, 2025",Knives - Exact,$67.50,$334.26,79,"2,911"
"Oct 31, 2025",Knives - Broad,$64.05,$156.55,98,"2,906"
"Oct 31, 2025",Boards - Exact,$49.34,$133.49,64,"2,298"
"Oct 31, 2025",Coffee - Exact,$73.75,$276.78,110,"4,169"
"Oct 31, 2025",Coffee - Broad,$47.67,$116.71,80,"2,646"
"Oct 31, 2025",Catalog - Auto,$144.37,$198.84,216,"12,326"
"Nov 01, 2025",Skillets - Exact,$151.72,$553.14,222,"9,198"
"Nov 01, 2025",Skillets - Broad,$140.82,$250.21,185,"8,589"
"Nov 01, 2025",Knives - Exact,$170.15,$386.09,238,"9,298"
"Nov 01, 2025",Knives - Broad,$69.38,$143.18,95,"4,397"
"Nov 01, 2025",Boards - Exact,$67.43,$196.59,70,"2,343"
"Nov 01, 2025",Coffee - Exact,$63.32,$145.53,97,"3,009"
"Nov 01, 2025",Coffee - Broad,$81.33,$102.06,91,"3,659"
"Nov 01, 2025",Catalog - Auto,$217.58,$204.01,362,"16,421"
"Nov 02, 2025",Skillets - Exact,$146.10,$550.85,204,"6,021"
"Nov 02, 2025",Skillets - Broad,$89.75,$123.73,103,"5,139"
"Nov 02, 2025",Knives - Exact,$104.31,$385.48,142,"7,021"
"Nov 02, 2025",Knives - Broad,$68.56,$118.32,66,"3,450"
"Nov 02, 2025",Boards - Exact,$89.75,$257.63,88,"4,808"
"Nov 02, 2025",Coffee - Exact,$78.83,$289.05,74,"3,197"
"Nov 02, 2025",Coffee - Broad,$51.58,$100.60,50,"2,090"
"Nov 02, 2025",Catalog - Auto,$240.03,$328.25,222,"7,984"
"Nov 03, 2025",Skillets - Exact,$198.60,$566.78,186,"10,606"
"Nov 03, 2025",Skillets - Broad,$74.80,$227.20,116,"6,867"
"Nov 03, 2025",Knives - Exact,$119.48,$531.97,120,"5,054"
"Nov 03, 2025",Knives - Broad,$87.40,$191.59,85,"3,769"
"Nov 03, 2025",Boards - Exact,$88.07,$206.45,128,"7,174"
"Nov 03, 2025",Coffee - Exact,$75.68,$218.52,126,"5,590"
"Nov 03, 2025",Coffee - Broad,$39.71,$89.02,49,"1,911"
"Nov 03, 2025",Catalog - Auto,$193.47,$303.45,182,"6,057"
"Nov 04, 2025",Skillets - Exact,$103.71,$286.46,173,"6,221"
"Nov 04, 2025",Skillets - Broad,$108.69,$180.07,130,"5,042"
"Nov 04, 2025",Knives - Exact,$130.68,$423.15,122,"7,169"
"Nov 04, 2025",Knives - Broad,$80.40,$121.47,81,"3,541"
"Nov 04, 2025",Boards - Exact,$79.38,$276.77,82,"4,820"
"Nov 04, 2025",Coffee - Exact,$55.36,$262.37,52,"1,832"
"Nov 04, 2025",Coffee - Broad,$51.13,$82.25,47,"1,508"
"Nov 04, 2025",Catalog - Auto,$160.43,$206.18,238,"9,137"
"Nov 05, 2025",Skillets - Exact,$140.19,$447.93,163,"7,971"
"Nov 05, 2025",Skillets - Broad,$92.18,$209.73,118,"4,337"
"Nov 05, 2025",Knives - Exact,$119.29,$326.72,165,"5,561"
"Nov 05, 2025",Knives - Broad,$82.62,$178.31,90,"4,333"
"Nov 05, 2025",Boards - Exact,$70.24,$269.09,81,"2,625"
"Nov 05, 2025",Coffee - Exact,$89.73,$280.70,114,"4,616"
"Nov 05, 2025",Coffee - Broad,$54.81,$92.27,59,"3,240"
"Nov 05, 2025",Catalog - Auto,$175.25,$260.38,207,"6,002"
"Nov 06, 2025",Skillets - Exact,$191.66,$487.72,274,"10,547"
"Nov 06, 2025",Skillets - Broad,$83.97,$122.56,103,"4,931"
"Nov 06, 2025",Knives - Exact,$109.29,$254.70,153,"6,438"
"Nov 06, 2025",Knives - Broad,$95.68,$166.05,96,"3,557"
"Nov 06, 2025",Boards - Exact,$70.52,$208.88,77,"3,654"
"Nov 06, 2025",Coffee - Exact,$67.63,$169.33,72,"2,560"
"Nov 06, 2025",Coffee - Broad,$48.06,$118.17,68,"2,702"
"Nov 06, 2025",Catalog - Auto,$183.99,$341.75,274,"14,724"
"Nov 07, 2025",Skillets - Exact,$169.90,$619.04,285,"12,266"
"Nov 07, 2025",Skillets - Broad,$102.82,$228.19,139,"8,114"
"Nov 07, 2025",Knives - Exact,$98.23,$380.64,142,"6,794"
"Nov 07, 2025",Knives - Broad,$80.25,$105.40,121,"3,820"
"Nov 07, 2025",Boards - Exact,$84.65,$188.21,108,"3,031"
"Nov 07, 2025",Coffee - Exact,$94.75,$247.72,121,"6,166"
"Nov 07, 2025",Coffee - Broad,$48.21,$117.43,59,"3,492"
"Nov 07, 2025",Catalog - Auto,$206.18,$196.80,202,"11,661"
"Nov 08, 2025",Skillets - Exact,$140.81,$435.49,153,"6,810"
"Nov 08, 2025",Skillets - Broad,$99.45,$246.08,111,"4,213"
"Nov 08, 2025",Knives - Exact,$117.61,$376.35,179,"5,833"
"Nov 08, 2025",Knives - Broad,$70.17,$129.83,83,"3,318"
"Nov 08, 2025",Boards - Exact,$55.81,$161.69,53,"2,412"
"Nov 08, 2025",Coffee - Exact,$89.99,$250.31,110,"6,126"
"Nov 08, 2025",Coffee - Broad,$50.38,$98.30,70,"3,122"
"Nov 08, 2025",Catalog - Auto,$212.53,$303.97,270,"9,442"
"Nov 09, 2025",Skillets - Exact,$117.70,$669.87,111,"3,845"
"Nov 09, 2025",Skillets - Broad,$120.18,$237.17,119,"3,861"
"Nov 09, 2025",Knives - Exact,$106.40,$348.24,121,"5,363"
"Nov 09, 2025",Knives - Broad,$77.09,$232.19,110,"4,286"
"Nov 09, 2025",Boards - Exact,$58.39,$356.91,97,"2,943"
"Nov 09, 2025",Coffee - Exact,$74.52,$202.07,84,"2,830"
"Nov 09, 2025",Coffee - Broad,$51.09,$68.79,85,"4,762"
"Nov 09, 2025",Catalog - Auto,$166.96,$271.33,154,"8,966"
"Nov 10, 2025",Skillets - Exact,$111.38,$579.80,127,"7,576"
"Nov 10, 2025",Skillets - Broad,$98.52,$284.20,128,"4,876"
"Nov 10, 2025",Knives - Exact,$111.21,$296.43,158,"6,168"
"Nov 10, 2025",Knives - Broad,$57.13,$140.19,72,"2,346"
"Nov 10, 2025",Boards - Exact,$46.22,$180.38,55,"1,887"
"Nov 10, 2025",Coffee - Exact,$69.87,$300.00,120,"3,895"
"Nov 10, 2025",Coffee - Broad,$41.44,$83.27,69,"2,906"
"Nov 10, 2025",Catalog - Auto,$142.04,$164.90,188,"5,696"
"Nov 11, 2025",Skillets - Exact,$151.50,$343.90,138,"8,264"
"Nov 11, 2025",Skillets - Broad,$80.01,$185.89,134,"5,139"
"Nov 11, 2025",Knives - Exact,$82.76,$293.99,137,"5,823"
"Nov 11, 2025",Knives - Broad,$52.98,$97.26,56,"2,208"
"Nov 11, 2025",Boards - Exact,$73.18,$382.85,86,"2,915"
"Nov 11, 2025",Coffee - Exact,$43.27,$160.94,67,"3,189"
"Nov 11, 2025",Coffee - Broad,$50.51,$112.49,47,"1,381"
"Nov 11, 2025",Catalog - Auto,$142.34,$260.88,206,"8,753"
"Nov 12, 2025",Skillets - Exact,$152.85,$359.51,227,"7,761"
"Nov 12, 2025",Skillets - Broad,$72.69,$192.72,73,"4,256"
"Nov 12, 2025",Knives - Exact,$114.54,$396.15,140,"7,975"
"Nov 12, 2025",Knives - Broad,$70.03,$201.66,77,"3,502"
"Nov 12, 2025",Boards - Exact,$48.34,$202.82,47,"1,886"
"Nov 12, 2025",Coffee - Exact,$80.25,$161.47,83,"2,683"
"Nov 12, 2025",Coffee - Broad,$41.73,$154.76,60,"2,144"
"Nov 12, 2025",Catalog - Auto,$170.86,$162.42,159,"7,856"
"Nov 13, 2025",Skillets - Exact,$115.80,$344.83,115,"6,347"
"Nov 13, 2025",Skillets - Broad,$94.37,$173.60,122,"6,540"
"Nov 13, 2025",Knives - Exact,$87.21,$253.94,136,"6,359"
"Nov 13, 2025",Knives - Broad,$51.06,$125.62,72,"3,618"
"Nov 13, 2025",Boards - Exact,$48.74,$186.41,63,"3,069"
"Nov 13, 2025",Coffee - Exact,$70.91,$273.59,125,"5,126"
"Nov 13, 2025",Coffee - Broad,$43.62,$69.69,68,"2,885"
"Nov 13, 2025",Catalog - Auto,$135.86,$241.17,142,"5,383"
"Nov 14, 2025",Skillets - Exact,$133.25,$359.58,157,"7,496"
"Nov 14, 2025",Skillets - Broad,$93.56,$164.39,154,"8,081"
"Nov 14, 2025",Knives - Exact,$90.61,$248.35,135,"5,176"
"Nov 14, 2025",Knives - Broad,$69.39,$236.93,74,"4,215"
"Nov 14, 2025",Boards - Exact,$50.69,$198.42,59,"2,229"
"Nov 14, 2025",Coffee - Exact,$64.63,$230.44,68,"3,488"
"Nov 14, 2025",Coffee - Broad,$46.84,$95.99,64,"3,487"
"Nov 14, 2025",Catalog - Auto,$153.29,$236.20,157,"5,742"
"Nov 15, 2025",Skillets - Exact,$96.71,$263.58,133,"5,782"
"Nov 15, 2025",Skillets - Broad,$72.90,$188.00,70,"2,823"
"Nov 15, 2025",Knives - Exact,$79.66,$272.92,95,"4,117"
"Nov 15, 2025",Knives - Broad,$56.53,$132.12,59,"2,835"
"Nov 15, 2025",Boards - Exact,$46.19,$162.60,55,"1,576"
"Nov 15, 2025",Coffee - Exact,$58.71,$149.37,62,"3,315"
"Nov 15, 2025",Coffee - Broad,$42.98,$82.38,75,"3,019"
"Nov 15, 2025",Catalog - Auto,$185.83,$260.10,327,"16,380"
"Nov 16, 2025",Skillets - Exact,$133.25,$490.35,193,"8,726"
"Nov 16, 2025",Skillets - Broad,$93.15,$222.69,107,"3,018"
"Nov 16, 2025",Knives - Exact,$101.05,$442.39,126,"4,364"
"Nov 16, 2025",Knives - Broad,$64.80,$152.04,63,"2,563"
"Nov 16, 2025",Boards - Exact,$50.11,$109.13,89,"3,643"
"Nov 16, 2025",Coffee - Exact,$55.86,$271.68,51,"2,582"
"Nov 16, 2025",Coffee - Broad,$26.95,$62.83,27,"1,236"
"Nov 16, 2025",Catalog - Auto,$188.21,$323.80,206,"11,693"
"Nov 17, 2025",Skillets - Exact,$140.67,$464.84,150,"6,525"
"Nov 17, 2025",Skillets - Broad,$71.62,$190.92,117,"3,777"
"Nov 17, 2025",Knives - Exact,$81.96,$236.91,137,"7,009"
"Nov 17, 2025",Knives - Broad,$67.37,$170.16,95,"4,238"
"Nov 17, 2025",Boards - Exact,$54.88,$195.19,84,"2,627"
"Nov 17, 2025",Coffee - Exact,$52.50,$227.09,86,"4,099"
"Nov 17, 2025",Coffee - Broad,$54.64,$108.99,83,"2,488"
"Nov 17, 2025",Catalog - Auto,$133.61,$244.37,142,"5,597"
"Nov 18, 2025",Skillets - Exact,$139.26,$574.90,161,"5,464"
"Nov 18, 2025",Skillets - Broad,$67.11,$182.49,61,"3,044"
"Nov 18, 2025",Knives - Exact,$104.60,$350.80,142,"4,670"
"Nov 18, 2025",Knives - Broad,$57.08,$103.45,64,"2,153"
"Nov 18, 2025",Boards - Exact,$51.33,$177.53,47,"1,365"
"Nov 18, 2025",Coffee - Exact,$69.74,$238.67,118,"3,953"
"Nov 18, 2025",Coffee - Broad,$39.72,$189.96,43,"2,281"
"Nov 18, 2025",Catalog - Auto,$188.29,$178.75,226,"11,521"
"Nov 19, 2025",Skillets - Exact,$108.19,$270.96,192,"6,579"
"Nov 19, 2025",Skillets - Broad,$78.38,$142.20,123,"4,179"
"Nov 19, 2025",Knives - Exact,$94.83,$451.80,161,"4,665"
"Nov 19, 2025",Knives - Broad,$45.36,$83.05,64,"3,756"
"Nov 19, 2025",Boards - Exact,$44.97,$177.64,45,"2,248"
"Nov 19, 2025",Coffee - Exact,$51.95,$212.50,52,"2,776"
"Nov 19, 2025",Coffee - Broad,$40.16,$75.91,39,"1,356"
"Nov 19, 2025",Catalog - Auto,$152.56,$253.31,149,"5,550"
"Nov 20, 2025",Skillets - Exact,$133.36,$459.60,178,"8,490"
"Nov 20, 2025",Skillets - Broad,$70.82,$174.76,111,"6,340"
"Nov 20, 2025",Knives - Exact,$75.76,$467.01,85,"2,609"
"Nov 20, 2025",Knives - Broad,$62.14,$108.42,71,"3,827"
"Nov 20, 2025",Boards - Exact,$47.89,$120.45,54,"2,433"
"Nov 20, 2025",Coffee - Exact,$44.39,$111.39,47,"2,816"
"Nov 20, 2025",Coffee - Broad,$49.45,$96.18,79,"3,611"
"Nov 20, 2025",Catalog - Auto,$168.53,$231.99,188,"8,394"
"Nov 21, 2025",Skillets - Exact,$115.31,$400.83,115,"3,231"
"Nov 21, 2025",Skillets - Broad,$88.71,$240.97,90,"4,978"
"Nov 21, 2025",Knives - Exact,$78.31,$427.18,91,"4,349"
"Nov 21, 2025",Knives - Broad,$43.94,$93.71,51,"1,524"
"Nov 21, 2025",Boards - Exact,$62.85,$176.51,59,"1,844"
"Nov 21, 2025",Coffee - Exact,$56.67,$162.49,69,"3,787"
"Nov 21, 2025",Coffee - Broad,$41.70,$95.78,73,"3,238"
"Nov 21, 2025",Catalog - Auto,$150.24,$234.61,242,"11,179"
"Nov 22, 2025",Skillets - Exact,$87.16,$275.50,81,"4,254"
"Nov 22, 2025",Skillets - Broad,$67.00,$162.70,66,"2,234"
"Nov 22, 2025",Knives - Exact,$106.34,$340.68,183,"10,350"
"Nov 22, 2025",Knives - Broad,$38.07,$83.85,52,"2,265"
"Nov 22, 2025",Boards - Exact,$52.64,$255.43,62,"3,044"
"Nov 22, 2025",Coffee - Exact,$59.40,$186.53,73,"3,419"
"Nov 22, 2025",Coffee - Broad,$33.42,$66.96,47,"1,495"
"Nov 22, 2025",Catalog - Auto,$126.00,$157.96,144,"4,814"
"Nov 23, 2025",Skillets - Exact,$137.87,$502.79,132,"3,807"
"Nov 23, 2025",Skillets - Broad,$62.82,$137.19,93,"4,007"
"Nov 23, 2025",Knives - Exact,$50.38,$271.02,70,"2,306"
"Nov 23, 2025",Knives - Broad,$69.99,$124.39,105,"5,495"
"Nov 23, 2025",Boards - Exact,$45.18,$151.18,60,"2,523"
"Nov 23, 2025",Coffee - Exact,$59.58,$210.52,93,"4,920"
"Nov 23, 2025",Coffee - Broad,$31.51,$111.32,56,"2,057"
"Nov 23, 2025",Catalog - Auto,$154.55,$202.29,146,"5,843"
"Nov 24, 2025",Skillets - Exact,$96.54,$391.39,127,"3,768"
"Nov 24, 2025",Skillets - Broad,$41.72,$124.28,60,"3,168"
"Nov 24, 2025",Knives - Exact,$83.00,$327.11,150,"6,651"
"Nov 24, 2025",Knives - Broad,$56.24,$112.80,63,"2,225"
"Nov 24, 2025",Boards - Exact,$35.97,$147.89,55,"1,783"
"Nov 24, 2025",Coffee - Exact,$39.03,$144.53,54,"3,071"
"Nov 24, 2025",Coffee - Broad,$38.36,$58.88,44,"2,031"
"Nov 24, 2025",Catalog - Auto,$163.02,$306.88,228,"8,586"
"Nov 25, 2025",Skillets - Exact,$97.01,$334.30,93,"5,318"
"Nov 25, 2025",Skillets - Broad,$43.37,$151.65,57,"2,489"
"Nov 25, 2025",Knives - Exact,$68.65,$298.07,67,"3,964"
"Nov 25, 2025",Knives - Broad,$53.00,$137.31,63,"2,438"
"Nov 25, 2025",Boards - Exact,$40.66,$113.10,70,"3,807"
"Nov 25, 2025",Coffee - Exact,$52.55,$176.89,71,"4,190"
"Nov 25, 2025",Coffee - Broad,$36.08,$90.18,56,"2,748"
"Nov 25, 2025",Catalog - Auto,$81.69,$197.63,77,"2,843"
"Nov 26, 2025",Skillets - Exact,$90.30,$417.02,109,"5,335"
"Nov 26, 2025",Skillets - Broad,$50.02,$191.14,49,"2,893"
"Nov 26, 2025",Knives - Exact,$56.69,$237.63,57,"2,036"
"Nov 26, 2025",Knives - Broad,$68.53,$153.89,70,"2,211"
"Nov 26, 2025",Boards - Exact,$44.68,$152.20,53,"2,926"
"Nov 26, 2025",Coffee - Exact,$33.02,$204.07,47,"1,854"
"Nov 26, 2025",Coffee - Broad,$27.36,$57.55,26,"1,369"
"Nov 26, 2025",Catalog - Auto,$120.13,$183.14,134,"5,726"
"Nov 27, 2025",Skillets - Exact,$90.23,$320.00,116,"3,945"
"Nov 27, 2025",Skillets - Broad,$59.47,$190.56,68,"3,026"
"Nov 27, 2025",Knives - Exact,$72.49,$196.13,118,"4,438"
"Nov 27, 2025",Knives - Broad,$54.32,$105.42,56,"2,008"
"Nov 27, 2025",Boards - Exact,$48.20,$185.75,49,"2,706"
"Nov 27, 2025",Coffee - Exact,$53.61,$229.52,56,"2,789"
"Nov 27, 2025",Coffee - Broad,$27.25,$82.55,27,"1,030"
"Nov 27, 2025",Catalog - Auto,$112.85,$140.46,136,"4,200"
"Nov 28, 2025",Skillets - Exact,$98.79,$407.52,131,"3,872"
"Nov 28, 2025",Skillets - Broad,$55.19,$164.72,67,"2,638"
"Nov 28, 2025",Knives - Exact,$76.71,$183.56,111,"5,686"
"Nov 28, 2025",Knives - Broad,$47.73,$90.56,51,"1,431"
"Nov 28, 2025",Boards - Exact,$48.99,$175.47,51,"2,684"
"Nov 28, 2025",Coffee - Exact,$33.73,$159.12,35,"2,089"
"Nov 28, 2025",Coffee - Broad,$28.81,$68.64,28,928
"Nov 28, 2025",Catalog - Auto,$123.40,$203.84,216,"9,876"
"Nov 29, 2025",Skillets - Exact,$106.25,$441.64,102,"3,387"
"Nov 29, 2025",Skillets - Broad,$91.30,$157.06,139,"7,545"
"Nov 29, 2025",Knives - Exact,$98.69,$419.32,166,"8,249"
"Nov 29, 2025",Knives - Broad,$48.62,$103.65,44,"2,178"
"Nov 29, 2025",Boards - Exact,$39.21,$151.20,37,"1,798"
"Nov 29, 2025",Coffee - Exact,$43.00,$146.93,52,"2,670"
"Nov 29, 2025",Coffee - Broad,$34.47,$75.83,31,"1,299"
"Nov 29, 2025",Catalog - Auto,$99.96,$146.22,130,"6,232"
"Nov 30, 2025",Skillets - Exact,$81.16,$206.76,89,"4,485"
"Nov 30, 2025",Skillets - Broad,$44.87,$153.67,66,"2,073"
"Nov 30, 2025",Knives - Exact,$62.72,$370.50,87,"4,316"
"Nov 30, 2025",Knives - Broad,$39.13,$115.96,55,"1,779"
"Nov 30, 2025",Boards - Exact,$47.15,$145.11,56,"1,954"
"Nov 30, 2025",Coffee - Exact,$48.94,$176.98,46,"1,449"
"Nov 30, 2025",Coffee - Broad,$26.24,$73.69,37,"1,359"
"Nov 30, 2025",Catalog - Auto,$136.80,$169.32,195,"9,507"
"Dec 01, 2025",Skillets - Exact,$86.32,$472.56,92,"3,094"
"Dec 01, 2025",Skillets - Broad,$89.73,$133.74,162,"6,992"
"Dec 01, 2025",Knives - Exact,$66.85,$289.51,60,"3,443"
"Dec 01, 2025",Knives - Broad,$61.84,$143.12,76,"4,182"
"Dec 01, 2025",Boards - Exact,$45.98,$169.23,74,"3,059"
"Dec 01, 2025",Coffee - Exact,$58.61,$211.24,96,"4,452"
"Dec 01, 2025",Coffee - Broad,$31.11,$65.63,29,"1,234"
"Dec 01, 2025",Catalog - Auto,$168.33,$270.62,217,"11,707"
"Dec 02, 2025",Skillets - Exact,$78.34,$374.21,109,"3,174"
"Dec 02, 2025",Skillets - Broad,$62.52,$165.98,99,"3,125"
"Dec 02, 2025",Knives - Exact,$81.60,$353.15,79,"4,599"
"Dec 02, 2025",Knives - Broad,$55.53,$123.28,58,"3,474"
"Dec 02, 2025",Boards - Exact,$32.69,$146.00,40,"2,216"
"Dec 02, 2025",Coffee - Exact,$50.15,$152.73,73,"3,742"
